economy_label,vessel_type,avg_vessel_age,median_time_in_port,avg_size_GT,avg_cargo_capacity_DWT,avg_container_capacity_TEU,max_size_GT,max_cargo_capacity_DWT,max_container_capacity_TEU,period
United States of America,Dry breakbulk carriers,18,1.97,12325,16371.0,,91784,116173.0,,2022-S2
United States of America,Roll-on/ roll-off ships,14,,59899,21853.0,,100430,55828.0,,2022-S2
United States of America,Container ships,15,1.36,61734,,5506.0,194308,,19224.0,2022-S2
United States of America,Passenger ships,30,,9886,,,235600,,,2022-S2
World,All_Vessel_Types,18,1.0,14427,25624.0,3534.0,237000,404389.0,24116.0,2023-S1
World,Liquid bulk carriers,15,0.99,16117,28408.0,,170618,323514.0,,2023-S1
World,Liquefied petroleum gas carriers,16,1.04,10939,12240.0,,60784,64220.0,,2023-S1
World,Liquefied natural gas carriers,12,1.11,93534,73247.0,,168189,155159.0,,2023-S1
World,Dry bulk carriers,15,2.2,32935,58976.0,,204014,404389.0,,2023-S1
World,Dry breakbulk carriers,21,1.08,5579,7757.0,,149944,175897.0,,2023-S1
World,Roll-on/ roll-off ships,17,,26276,10467.0,,100430,55828.0,,2023-S1
World,Container ships,15,0.7,38049,,3534.0,237000,,24116.0,2023-S1
World,Passenger ships,20,,8278,,,235600,,,2023-S1
Australia,All_Vessel_Types,18,1.53,33793,82767.0,4413.0,168666,297902.0,9572.0,2023-S1
Australia,Liquid bulk carriers,9,1.29,24412,41398.0,,84624,160036.0,,2023-S1
Australia,Liquefied petroleum gas carriers,8,0.84,13462,14415.0,,53471,58811.0,,2023-S1
Australia,Liquefied natural gas carriers,11,1.2,111839,85727.0,,149367,97955.0,,2023-S1
Australia,Dry bulk carriers,11,1.69,59934,112111.0,,152311,297902.0,,2023-S1
Australia,Dry breakbulk carriers,13,2.01,18043,27525.0,,57541,80500.0,,2023-S1
Australia,Roll-on/ roll-off ships,11,,40548,15091.0,,76420,43878.0,,2023-S1
Australia,Container ships,15,1.38,48145,,4413.0,109712,,9572.0,2023-S1
Australia,Passenger ships,27,,8212,,,168666,,,2023-S1
Canada,All_Vessel_Types,26,0.73,11084,34288.0,5375.0,225282,318918.0,16000.0,2023-S1
Canada,Liquid bulk carriers,13,1.11,24830,41553.0,,161593,318918.0,,2023-S1
Canada,Liquefied petroleum gas carriers,10,1.43,47635,54540.0,,49231,58899.0,,2023-S1
Canada,Dry bulk carriers,21,0.59,29290,50622.0,,109872,210963.0,,2023-S1
Canada,Dry breakbulk carriers,8,0.12,9221,10661.0,,49091,63581.0,,2023-S1
Canada,Roll-on/ roll-off ships,16,,14188,6753.0,,100430,55828.0,,2023-S1
Canada,Container ships,16,1.49,59039,,5375.0,176546,,16000.0,2023-S1
Canada,Passenger ships,28,,7093,,,225282,,,2023-S1
China,All_Vessel_Types,14,1.05,33157,45972.0,4477.0,237000,404389.0,24116.0,2023-S1
China,Liquid bulk carriers,13,1.11,20178,35185.0,,170618,323514.0,,2023-S1
China,Liquefied petroleum gas carriers,14,1.02,9767,10580.0,,60784,64220.0,,2023-S1
China,Liquefied natural gas carriers,10,1.17,95534,75894.0,,168189,155159.0,,2023-S1
China,Dry bulk carriers,15,2.01,43013,78587.0,,204014,404389.0,,2023-S1
China,Dry breakbulk carriers,17,1.3,11067,15545.0,,149944,175897.0,,2023-S1
China,Roll-on/ roll-off ships,14,,27170,9663.0,,76420,46634.0,,2023-S1
China,Container ships,13,0.6,47767,,4477.0,237000,,24116.0,2023-S1
China,Passenger ships,13,,19196,,,77499,,,2023-S1
Croatia,All_Vessel_Types,18,1.28,3856,24141.0,4274.0,157844,306506.0,15500.0,2023-S1
Croatia,Liquid bulk carriers,16,1.01,19434,33467.0,,157844,306506.0,,2023-S1
Croatia,Liquefied natural gas carriers,7,1.82,111269,92013.0,,117162,95788.0,,2023-S1
Croatia,Dry bulk carriers,22,2.1,19481,33731.0,,94090,182820.0,,2023-S1
Croatia,Dry breakbulk carriers,22,2.66,5750,7693.0,,149944,175897.0,,2023-S1
Croatia,Container ships,17,0.64,47054,,4274.0,153774,,15500.0,2023-S1
Croatia,Passenger ships,18,,3391,,,145655,,,2023-S1
Denmark,All_Vessel_Types,22,0.77,9862,7824.0,2016.0,214286,180086.0,19630.0,2023-S1
Denmark,Liquid bulk carriers,19,0.69,7940,12688.0,,84735,164787.0,,2023-S1
Denmark,Liquefied petroleum gas carriers,12,1.25,3520,3732.0,,8009,8643.0,,2023-S1
Denmark,Dry bulk carriers,12,0.82,10726,17641.0,,94863,180086.0,,2023-S1
Denmark,Dry breakbulk carriers,24,0.85,3260,4499.0,,49091,63581.0,,2023-S1
Denmark,Roll-on/ roll-off ships,19,,23288,12571.0,,72708,48988.0,,2023-S1
Denmark,Container ships,17,0.58,22232,,2016.0,214286,,19630.0,2023-S1
Denmark,Passenger ships,22,,10227,,,183200,,,2023-S1
France,All_Vessel_Types,19,1.16,22769,19058.0,5630.0,236583,319398.0,23964.0,2023-S1
France,Liquid bulk carriers,14,1.07,14274,24688.0,,166094,319398.0,,2023-S1
France,Liquefied petroleum gas carriers,13,1.32,9086,10151.0,,53573,58243.0,,2023-S1
France,Liquefied natural gas carriers,9,1.12,106812,83407.0,,163922,130442.0,,2023-S1
France,Dry bulk carriers,15,3.25,24034,41777.0,,106251,207867.0,,2023-S1
France,Dry breakbulk carriers,20,1.51,4445,6415.0,,49091,72400.0,,2023-S1
France,Roll-on/ roll-off ships,19,,27129,11352.0,,76420,45200.0,,2023-S1
France,Container ships,14,0.89,61255,,5630.0,236583,,23964.0,2023-S1
France,Passenger ships,20,,23369,,,228081,,,2023-S1
Germany,All_Vessel_Types,22,0.64,13256,9967.0,5098.0,237000,320926.0,24004.0,2023-S1
Germany,Liquid bulk carriers,20,0.42,4814,8848.0,,166308,320926.0,,2023-S1
Germany,Liquefied petroleum gas carriers,16,0.85,4954,5561.0,,47789,54650.0,,2023-S1
Germany,Liquefied natural gas carriers,12,1.0,28347,24544.0,,135977,98936.0,,2023-S1
Germany,Dry bulk carriers,13,2.59,29753,51643.0,,109731,209338.0,,2023-S1
Germany,Dry breakbulk carriers,28,0.62,3684,5217.0,,54730,72400.0,,2023-S1
Germany,Roll-on/ roll-off ships,17,,32538,13303.0,,100430,55828.0,,2023-S1
Germany,Container ships,15,1.0,55126,,5098.0,237000,,24004.0,2023-S1
Germany,Passenger ships,22,,12126,,,184089,,,2023-S1
Greece,All_Vessel_Types,24,0.85,8420,7607.0,4483.0,237000,319359.0,24000.0,2023-S1
Greece,Liquid bulk carriers,23,0.63,5323,8382.0,,161692,319359.0,,2023-S1
Greece,Liquefied petroleum gas carriers,26,0.98,5083,6131.0,,22978,26798.0,,2023-S1
Greece,Liquefied natural gas carriers,11,1.13,103339,83072.0,,144828,98954.0,,2023-S1
Greece,Dry bulk carriers,27,0.76,7124,11985.0,,93302,182511.0,,2023-S1
Greece,Dry breakbulk carriers,35,1.1,2933,4120.0,,40350,62053.0,,2023-S1
Greece,Roll-on/ roll-off ships,35,,16047,6519.0,,76420,48988.0,,2023-S1
Greece,Container ships,17,1.09,47853,,4483.0,237000,,24000.0,2023-S1
Greece,Passenger ships,23,,7712,,,186364,,,2023-S1
Indonesia,All_Vessel_Types,20,1.26,7797,17052.0,1283.0,176435,210944.0,16000.0,2023-S1
Indonesia,Liquid bulk carriers,16,1.31,8646,13557.0,,85206,163759.0,,2023-S1
Indonesia,Liquefied petroleum gas carriers,21,1.08,8110,8845.0,,52666,58886.0,,2023-S1
Indonesia,Liquefied natural gas carriers,18,1.42,94559,72452.0,,136739,96811.0,,2023-S1
Indonesia,Dry bulk carriers,18,2.87,26055,46024.0,,108868,210944.0,,2023-S1
Indonesia,Dry breakbulk carriers,21,1.18,5133,6885.0,,57934,72562.0,,2023-S1
Indonesia,Roll-on/ roll-off ships,27,,11030,5143.0,,75528,28084.0,,2023-S1
Indonesia,Container ships,16,0.97,14272,,1283.0,176435,,16000.0,2023-S1
Indonesia,Passenger ships,21,,5021,,,108977,,,2023-S1
Italy,All_Vessel_Types,28,1.31,10515,20907.0,3955.0,236184,210000.0,24000.0,2023-S1
Italy,Liquid bulk carriers,18,1.3,18789,32091.0,,86855,167282.0,,2023-S1
Italy,Liquefied petroleum gas carriers,16,1.46,8951,10131.0,,48963,54656.0,,2023-S1
Italy,Liquefied natural gas carriers,17,2.11,51718,38382.0,,117564,93080.0,,2023-S1
Italy,Dry bulk carriers,14,3.94,25986,44768.0,,109534,210000.0,,2023-S1
Italy,Dry breakbulk carriers,20,1.97,6541,9116.0,,149944,175897.0,,2023-S1
Italy,Roll-on/ roll-off ships,13,,36845,13684.0,,89797,47528.0,,2023-S1
Italy,Container ships,18,0.93,43377,,3955.0,236184,,24000.0,2023-S1
Italy,Passenger ships,30,,7450,,,228081,,,2023-S1
Japan,All_Vessel_Types,14,0.41,10356,15079.0,1580.0,235311,327017.0,15413.0,2023-S1
Japan,Liquid bulk carriers,12,0.32,8398,14241.0,,169919,320122.0,,2023-S1
Japan,Liquefied petroleum gas carriers,13,0.38,7130,7793.0,,54000,62500.0,,2023-S1
Japan,Liquefied natural gas carriers,15,1.01,63075,46177.0,,149367,121957.0,,2023-S1
Japan,Dry bulk carriers,14,0.92,17285,29892.0,,161294,327017.0,,2023-S1
Japan,Dry breakbulk carriers,15,1.18,6892,9175.0,,66870,80236.0,,2023-S1
Japan,Roll-on/ roll-off ships,12,,16714,7294.0,,76420,43878.0,,2023-S1
Japan,Container ships,13,0.35,16313,,1580.0,235311,,15413.0,2023-S1
Japan,Passenger ships,16,,5131,,,171598,,,2023-S1
"Korea, Republic of",All_Vessel_Types,15,0.84,19386,21057.0,2942.0,236583,326932.0,24000.0,2023-S1
"Korea, Republic of",Liquid bulk carriers,14,0.74,13736,23684.0,,167578,323514.0,,2023-S1
"Korea, Republic of",Liquefied petroleum gas carriers,14,0.83,8479,9265.0,,55833,62500.0,,2023-S1
"Korea, Republic of",Liquefied natural gas carriers,13,1.03,109467,86556.0,,168189,155159.0,,2023-S1
"Korea, Republic of",Dry bulk carriers,14,2.74,32420,58245.0,,161294,326932.0,,2023-S1
"Korea, Republic of",Dry breakbulk carriers,20,1.13,5544,8045.0,,149944,175897.0,,2023-S1
"Korea, Republic of",Roll-on/ roll-off ships,21,,28295,11601.0,,89797,47528.0,,2023-S1
"Korea, Republic of",Container ships,14,0.64,31518,,2942.0,236583,,24000.0,2023-S1
"Korea, Republic of",Passenger ships,11,,16809,,,171598,,,2023-S1
Netherlands (Kingdom of the),All_Vessel_Types,19,0.53,12474,15205.0,3066.0,237000,324954.0,24116.0,2023-S1
Netherlands (Kingdom of the),Liquid bulk carriers,17,0.55,9104,17955.0,,170611,321300.0,,2023-S1
Netherlands (Kingdom of the),Liquefied petroleum gas carriers,16,0.99,6825,7547.0,,52506,59504.0,,2023-S1
Netherlands (Kingdom of the),Liquefied natural gas carriers,7,1.05,81509,63617.0,,163922,130211.0,,2023-S1
Netherlands (Kingdom of the),Dry bulk carriers,13,0.86,37283,66892.0,,173756,324954.0,,2023-S1
Netherlands (Kingdom of the),Dry breakbulk carriers,25,0.37,3740,5520.0,,91784,116173.0,,2023-S1
Netherlands (Kingdom of the),Roll-on/ roll-off ships,24,,18687,7157.0,,76420,34960.0,,2023-S1
Netherlands (Kingdom of the),Container ships,17,0.8,32804,,3066.0,237000,,24116.0,2023-S1
Netherlands (Kingdom of the),Passenger ships,17,,14771,,,184089,,,2023-S1
Norway,All_Vessel_Types,14,0.42,3795,7585.0,777.0,184089,319319.0,1875.0,2023-S1
Norway,Liquid bulk carriers,17,0.64,12057,19635.0,,164580,319319.0,,2023-S1
Norway,Liquefied petroleum gas carriers,12,0.82,7324,7895.0,,26614,30212.0,,2023-S1
Norway,Liquefied natural gas carriers,16,0.73,23696,17491.0,,121597,92266.0,,2023-S1
Norway,Dry bulk carriers,15,0.85,18180,30264.0,,107567,208263.0,,2023-S1
Norway,Dry breakbulk carriers,25,0.34,2911,3470.0,,84503,98370.0,,2023-S1
Norway,Roll-on/ roll-off ships,19,,10875,6597.0,,72408,27295.0,,2023-S1
Norway,Container ships,19,0.29,8451,,777.0,17982,,1875.0,2023-S1
Norway,Passenger ships,14,,3660,,,184089,,,2023-S1
Philippines,All_Vessel_Types,18,0.78,6974,10273.0,1729.0,151094,297461.0,6570.0,2023-S1
Philippines,Liquid bulk carriers,13,0.85,6575,10466.0,,65696,115024.0,,2023-S1
Philippines,Liquefied petroleum gas carriers,17,0.7,7506,8527.0,,50226,58591.0,,2023-S1
Philippines,Dry bulk carriers,15,4.53,27437,48310.0,,151094,297461.0,,2023-S1
Philippines,Dry breakbulk carriers,17,0.63,3433,4586.0,,66870,71691.0,,2023-S1
Philippines,Roll-on/ roll-off ships,27,,21251,8996.0,,76299,32956.0,,2023-S1
Philippines,Container ships,17,0.81,18532,,1729.0,72884,,6570.0,2023-S1
Philippines,Passenger ships,20,,3759,,,92627,,,2023-S1
Russian Federation,All_Vessel_Types,25,1.61,12709,20133.0,1262.0,128975,185897.0,4800.0,2023-S1
Russian Federation,Liquid bulk carriers,23,1.22,17459,30325.0,,87146,166467.0,,2023-S1
Russian Federation,Liquefied petroleum gas carriers,21,1.9,11452,13846.0,,26513,29421.0,,2023-S1
Russian Federation,Liquefied natural gas carriers,12,1.12,104818,75788.0,,128975,97000.0,,2023-S1
Russian Federation,Dry bulk carriers,17,2.78,28460,50193.0,,94710,185897.0,,2023-S1
Russian Federation,Dry breakbulk carriers,29,1.94,4674,6254.0,,48191,72562.0,,2023-S1
Russian Federation,Roll-on/ roll-off ships,31,,9829,5525.0,,20729,14107.0,,2023-S1
Russian Federation,Container ships,19,1.52,13333,,1262.0,54519,,4800.0,2023-S1
Russian Federation,Passenger ships,25,,6192,,,38557,,,2023-S1
Singapore,All_Vessel_Types,13,0.74,26250,17587.0,5306.0,237000,321225.0,24116.0,2023-S1
Singapore,Liquid bulk carriers,12,0.65,10574,17585.0,,170611,321225.0,,2023-S1
Singapore,Liquefied petroleum gas carriers,13,1.13,8601,9834.0,,49394,58677.0,,2023-S1
Singapore,Liquefied natural gas carriers,12,1.72,103420,81644.0,,136894,97730.0,,2023-S1
Singapore,Dry bulk carriers,10,0.61,17066,28046.0,,111454,210000.0,,2023-S1
Singapore,Dry breakbulk carriers,15,0.72,7716,10316.0,,149944,175897.0,,2023-S1
Singapore,Roll-on/ roll-off ships,17,,53933,17868.0,,76420,43878.0,,2023-S1
Singapore,Container ships,15,0.85,56635,,5306.0,237000,,24116.0,2023-S1
Singapore,Passenger ships,12,,107442,,,171598,,,2023-S1
Spain,All_Vessel_Types,18,0.86,17577,16489.0,3202.0,237000,318744.0,24100.0,2023-S1
Spain,Liquid bulk carriers,13,0.86,11394,18662.0,,160457,318744.0,,2023-S1
Spain,Liquefied petroleum gas carriers,14,1.07,7400,8376.0,,49231,55408.0,,2023-S1
Spain,Liquefied natural gas carriers,11,1.06,94694,73316.0,,135977,99025.0,,2023-S1
Spain,Dry bulk carriers,16,1.96,25753,44588.0,,107553,207520.0,,2023-S1
Spain,Dry breakbulk carriers,17,1.25,5233,7341.0,,49091,73296.0,,2023-S1
Spain,Roll-on/ roll-off ships,13,,26295,9092.0,,89797,47528.0,,2023-S1
Spain,Container ships,17,0.61,34622,,3202.0,237000,,24100.0,2023-S1
Spain,Passenger ships,20,,15664,,,228081,,,2023-S1
Sweden,All_Vessel_Types,23,0.85,17399,9088.0,1660.0,214286,319319.0,19630.0,2023-S1
Sweden,Liquid bulk carriers,15,0.68,8645,12957.0,,164580,319319.0,,2023-S1
Sweden,Liquefied petroleum gas carriers,14,0.91,9081,10049.0,,48060,55250.0,,2023-S1
Sweden,Dry bulk carriers,21,0.55,6793,10631.0,,44397,81878.0,,2023-S1
Sweden,Dry breakbulk carriers,21,1.13,3819,5454.0,,38910,55596.0,,2023-S1
Sweden,Roll-on/ roll-off ships,18,,31402,12684.0,,76420,31143.0,,2023-S1
Sweden,Container ships,19,0.68,17948,,1660.0,214286,,19630.0,2023-S1
Sweden,Passenger ships,26,,21456,,,143730,,,2023-S1
Turkiye,All_Vessel_Types,24,1.32,6012,17405.0,2805.0,194308,319471.0,19462.0,2023-S1
Turkiye,Liquid bulk carriers,16,1.33,18155,30728.0,,169919,319471.0,,2023-S1
Turkiye,Liquefied petroleum gas carriers,19,1.34,16472,19332.0,,52506,59504.0,,2023-S1
Turkiye,Liquefied natural gas carriers,9,1.2,110840,89069.0,,130200,107662.0,,2023-S1
Turkiye,Dry bulk carriers,18,3.92,24272,41786.0,,101933,203095.0,,2023-S1
Turkiye,Dry breakbulk carriers,28,1.55,4449,6234.0,,66870,71954.0,,2023-S1
Turkiye,Roll-on/ roll-off ships,26,,25168,9861.0,,76299,45200.0,,2023-S1
Turkiye,Container ships,19,0.66,30395,,2805.0,194308,,19462.0,2023-S1
Turkiye,Passenger ships,24,,1817,,,167704,,,2023-S1
United Kingdom,All_Vessel_Types,19,1.1,14244,12985.0,3387.0,236673,320106.0,24116.0,2023-S1
United Kingdom,Liquid bulk carriers,15,1.07,13416,22297.0,,167168,320106.0,,2023-S1
United Kingdom,Liquefied petroleum gas carriers,12,1.05,6810,7338.0,,56081,60138.0,,2023-S1
United Kingdom,Liquefied natural gas carriers,8,1.17,96647,77211.0,,168189,154900.0,,2023-S1
United Kingdom,Dry bulk carriers,16,2.61,24277,41348.0,,94879,182983.0,,2023-S1
United Kingdom,Dry breakbulk carriers,20,1.51,3530,4933.0,,43788,62823.0,,2023-S1
United Kingdom,Roll-on/ roll-off ships,16,,23944,9769.0,,100430,55828.0,,2023-S1
United Kingdom,Container ships,17,0.67,36688,,3387.0,236673,,24116.0,2023-S1
United Kingdom,Passenger ships,20,,12741,,,185206,,,2023-S1
United States of America,All_Vessel_Types,27,1.57,18441,50006.0,5580.0,235600,323183.0,19224.0,2023-S1
United States of America,Liquid bulk carriers,12,1.69,37311,64920.0,,170611,323183.0,,2023-S1
United States of America,Liquefied petroleum gas carriers,9,1.81,31346,35392.0,,60784,63770.0,,2023-S1
